,sbj,rt,ch,value_diff,gaze_diff
399,4,1.9519820713996217,1.0,1.0,0.75
400,4,1.0779820713996893,1.0,4.0,1.0
401,4,1.5699820713996637,1.0,2.0,0.25
402,4,0.8069820713996891,1.0,3.0,0.25
403,4,2.1759820713995968,0.0,-1.0,-0.25
404,4,1.5969820713996608,0.0,2.0,0.0
405,4,0.9249820713996891,0.0,-4.0,-0.5
406,4,1.720982071399647,0.0,-3.0,0.75
407,4,1.0709820713996892,0.0,-5.0,0.0
408,4,1.2419820713996894,1.0,2.0,0.25
409,4,1.4439820713996776,0.0,0.0,-0.5
410,4,1.339982071399689,0.0,3.0,0.0
411,4,1.1149820713996892,0.0,-1.0,-0.25
412,4,0.811982071399689,1.0,5.0,0.0
413,4,0.9449820713996891,1.0,4.0,0.75
414,4,1.9549820713996213,1.0,4.0,0.0
415,4,0.9579820713996892,0.0,-1.0,0.5
416,4,0.9369820713996891,0.0,-5.0,-0.5
417,4,2.112982071399604,0.0,-5.0,0.5
418,4,2.109982071399604,1.0,-3.0,-0.5
419,4,1.1599820713996893,1.0,2.0,0.75
420,4,2.747982071399534,0.0,-1.0,-0.25
421,4,4.156982071399379,1.0,1.0,0.0
422,4,1.0299820713996892,1.0,5.0,0.25
423,4,1.549982071399666,0.0,0.0,0.25
424,4,1.3539820713996875,1.0,1.0,0.25
425,4,1.2159820713996894,1.0,0.0,0.75
426,4,0.9359820713996891,0.0,-5.0,-0.5
427,4,1.2209820713996895,1.0,0.0,0.5
428,4,2.0599820713996095,0.0,-2.0,-0.25
429,4,0.9659820713996892,0.0,-4.0,-1.0
430,4,1.811982071399637,1.0,-2.0,1.0
431,4,1.1669820713996892,1.0,1.0,-0.25
432,5,1.2806930117607123,1.0,0.0,0.25
433,5,1.7686930117606952,1.0,1.0,0.25
434,5,0.960693011760712,1.0,-2.0,0.0
435,5,1.5916930117607124,1.0,0.0,-0.25
436,5,1.117693011760712,1.0,-1.0,-0.5
437,5,1.183693011760712,0.0,2.0,0.25
438,5,1.215693011760712,1.0,0.0,0.25
439,5,0.9936930117607119,1.0,3.0,0.25
440,5,1.005693011760712,1.0,4.0,0.0
441,5,1.186693011760712,1.0,0.0,0.5
442,5,1.5686930117607125,0.0,2.0,0.0
443,5,1.5036930117607124,0.0,-1.0,0.25
444,5,0.928693011760712,1.0,1.0,0.0
445,5,1.012693011760712,0.0,-2.0,0.25
446,5,1.1126930117607121,1.0,3.0,0.5
447,5,0.9676930117607119,0.0,-3.0,-0.25
448,5,1.81469301176069,1.0,3.0,0.5
449,5,1.3816930117607122,0.0,-4.0,0.0
450,5,0.8986930117607119,1.0,0.0,0.25
451,5,1.035693011760712,0.0,0.0,0.25
452,5,1.051693011760712,1.0,1.0,-0.5
453,5,0.8996930117607118,1.0,1.0,0.0
454,5,0.8766930117607119,1.0,1.0,0.5
455,5,0.8396930117607119,1.0,3.0,0.25
456,5,1.3366930117607123,0.0,-2.0,-0.25
457,5,1.105693011760712,0.0,-3.0,0.25
458,5,1.138693011760712,0.0,-3.0,-0.25
459,5,1.158693011760712,1.0,3.0,0.0
460,5,0.934693011760712,0.0,-3.0,0.25
461,5,0.9456930117607119,1.0,2.0,0.5
462,5,1.1126930117607121,1.0,-3.0,-0.25
463,5,1.007693011760712,1.0,1.0,0.0
464,5,1.115693011760712,0.0,-1.0,0.25
